As of Date,Fiscal Year,Region,Borrower Country,Borrower Country Code,Project ID,Project Name,Procurement Type,Procurement Category,Procurement Method,Product line,WB Contract Number,Major Sector,Contract Description,Contract Signing Date,Supplier,Supplier Country,Supplier Country Code,Total Contract Amount (USD),Borrower Contract Reference Number
12/18/2012 0:00,2013,AFRICA,Kenya,KE,P074091,KE-Health SWAP (FY10),"Pharmaceuticals, Medical Products",Goods,International Competitive Bidding,IBRD/IDA,1327089,Health and other social services,"CONTRACT NO. KEMSA/KHSSP - SSD OIT 5/2011-2012
FOR SUPPLY O",10/5/2012 0:00,JANITORIAL EAST AFRICA LIMITED,Kenya,KE,"$6,722.00 ",
12/18/2012 0:00,2013,AFRICA,Kenya,KE,P074091,KE-Health SWAP (FY10),"Pharmaceuticals, Medical Products",Goods,International Competitive Bidding,IBRD/IDA,1327090,Health and other social services,"CONTRACT NO. KEMSA/KHSSP - SSD OIT 5/2011-2012
FOR SUPPLY O",10/5/2012 0:00,CROWN HEALTHCARE LIMITED,Kenya,KE,"$38,915.00 ",
12/18/2012 0:00,2013,AFRICA,Kenya,KE,P074091,KE-Health SWAP (FY10),"Pharmaceuticals, Medical Products",Goods,International Competitive Bidding,IBRD/IDA,1327091,Health and other social services,"CONTRACT NO. KEMSA/KHSSP - SSD OIT 5/2011-2012
FOR SUPPLY O",10/5/2012 0:00,HARLEYS LIMITED,Kenya,KE,"$11,976.00 ",
12/18/2012 0:00,2013,AFRICA,Kenya,KE,P074091,KE-Health SWAP (FY10),"Pharmaceuticals, Medical Products",Goods,International Competitive Bidding,IBRD/IDA,1327178,Health and other social services,"CONTRACT NO. KEMSA/KHSSP - SSD OIT 6/2011-2012
FOR SUPPLY O",10/4/2012 0:00,PINPOINT SOLUTIONS (K) LIMITED,Kenya,KE,"$42,451.00 ",
12/18/2012 0:00,2013,AFRICA,Kenya,KE,P074091,KE-Health SWAP (FY10),"Pharmaceuticals, Medical Products",Goods,International Competitive Bidding,IBRD/IDA,1327181,Health and other social services,"CONTRACT NO. KEMSA/KHSSP-OIT-17/2011-2012
FOR SUPPLY OF ANT",9/11/2012 0:00,MEDISEL (K) LIMITED,Kenya,KE,"$37,542.00 ",
12/18/2012 0:00,2013,AFRICA,Kenya,KE,P074091,KE-Health SWAP (FY10),"Pharmaceuticals, Medical Products",Goods,International Competitive Bidding,IBRD/IDA,1327432,Health and other social services,"CONTRACT NO. KEN1SA/KHSSP - SSD OIT 2/2011-2012
FOR SUPPLY",8/15/2012 0:00,LABOREX (K) LIMITED,Kenya,KE,"$4,859.00 ",
12/18/2012 0:00,2013,AFRICA,Kenya,KE,P074091,KE-Health SWAP (FY10),"Pharmaceuticals, Medical Products",Goods,International Competitive Bidding,IBRD/IDA,1327433,Health and other social services,"CONTRACT NO. KEMSA/KHSSP - SSD OIT 2/2011-2012
FOR SUPPLY O",8/15/2012 0:00,MEDISEL (K) LIMITED,Kenya,KE,$625.00 ,
12/18/2012 0:00,2013,AFRICA,Kenya,KE,P124109,KE:Transport Sector Support Project,"Equipment, Transportation",Goods,International Competitive Bidding,IBRD/IDA,1326397,Transportation,"Supply, Installation and Commissioning of ATS Message Handli",7/6/2012 0:00,THALES AIR SYSTEMS S.A,France,FR,"$549,561.00 ",
12/18/2012 0:00,2013,AFRICA,Kenya,KE,P124109,KE:Transport Sector Support Project,Safety Studies,Consultant Services,CQS,IBRD/IDA,1328100,Transportation,"Provision of Flight Safety Consultancy Services
Contract be",10/25/2012 0:00,JOE MUTUNGI,Kenya,KE,"$483,288.00 ",
12/18/2012 0:00,2013,AFRICA,Kenya,KE,P083250,Financial & Legal Sec TA,Miscellaneous,Goods,International Competitive Bidding,IBRD/IDA,1327014,Finance,Supply and delivery of liberary books and research materials,10/18/2012 0:00,LAW AFRICA PUBLISHING LTD.,Kenya,KE,"$84,664.00 ",CTR SIGNED 5/24/12
12/18/2012 0:00,2013,EAST ASIA AND PACIFIC,Kiribati,KI,P126324,KI: Telecomms and ICT Development,Legal Advisory Services,Consultant Services,Individual,IBRD/IDA,1325875,Information and communications,ICT Policy and Legal Coordination Specialist,9/24/2012 0:00,JOHN CROOK,New Zealand,NZ,"$330,961.00 ",ICT POLICY AND LEGAL COORDINATIO
12/18/2012 0:00,2013,EAST ASIA AND PACIFIC,Kiribati,KI,P112615,Kiribati:GEF Adaptation Phase III (LDCF),"Tender Documents, Procurement Assistance",Consultant Services,Individual,Global Environment Project,1327940,"Water, sanitation and flood protection",Procurement Officer,11/30/2012 0:00,TABWERE TIONATAN,Kiribati,KI,"$95,818.00 ",KAPIII IC1214
12/18/2012 0:00,2013,EAST ASIA AND PACIFIC,Kiribati,KI,P122151,Kiribati Road Rehabilitation Project,"Tender Documents, Procurement Assistance",Consultant Services,Individual,IBRD/IDA,1328345,Transportation,Procurement Advisor,11/28/2012 0:00,JESUS RENZOLI,Tonga,TO,"$295,600.00 ",KCFU/2
12/18/2012 0:00,2013,EAST ASIA AND PACIFIC,Kiribati,KI,P122151,Kiribati Road Rehabilitation Project,"Tender Documents, Procurement Assistance",Consultant Services,Individual,IBRD/IDA,1322934,Transportation,Short-Term Periodic Procurement Specialist,7/12/2012 0:00,JESUS RENZOLI,Tonga,TO,"$41,600.00 ",KRRP/C/8D
12/18/2012 0:00,2013,EAST ASIA AND PACIFIC,Kiribati,KI,P128938,Pacific Aviation Investment - Kiribati,Project Management,Consultant Services,Quality Based Selection,IBRD/IDA,1326428,Transportation,International Air Transport Sector Review,9/28/2012 0:00,AIRBIZ AVIATION STRATEGIES,New Zealand,NZ,"$328,407.00 ",MCTTD/CF/KB03
12/18/2012 0:00,2013,EAST ASIA AND PACIFIC,Kiribati,KI,P128938,Pacific Aviation Investment - Kiribati,"Tender Documents, Procurement Assistance",Consultant Services,Quality Based Selection,IBRD/IDA,1325940,Transportation,Design and Supervision Services of the PAIP,8/18/2012 0:00,AECOM NEW ZEALAND LIMITED,New Zealand,NZ,"$602,307.00 ",MCTTD/CFLS/ATK/A14
12/18/2012 0:00,2013,EAST ASIA AND PACIFIC,Kiribati,KI,P128938,Pacific Aviation Investment - Kiribati,Design Services,Consultant Services,Quality Based Selection,IBRD/IDA,1326427,Transportation,Design and Supervision Services PAIP,8/18/2012 0:00,AECOM NEW ZEALAND LIMITED,New Zealand,NZ,"$455,752.00 ",MCTTD/CFTB/ATK-A14
12/18/2012 0:00,2013,EAST ASIA AND PACIFIC,Kiribati,KI,P128938,Pacific Aviation Investment - Kiribati,Project Management,Consultant Services,Individual,IBRD/IDA,1328217,Transportation,PST PROJECT MANAGER,11/14/2012 0:00,REINA TIMAU,Kiribati,KI,"$80,740.00 ",MCTTD/PST/D19
12/18/2012 0:00,2013,EAST ASIA AND PACIFIC,Kiribati,KI,P128938,Pacific Aviation Investment - Kiribati,Administrative Services,Consultant Services,Individual,IBRD/IDA,1328291,Transportation,PST ADMINISTRATIVE ASSISTANT,11/19/2012 0:00,KAMWEA ATAUEA,Kiribati,KI,"$23,705.00 ",MCTTD/PST/K-D17
12/18/2012 0:00,2013,EAST ASIA AND PACIFIC,Kiribati,KI,P128938,Pacific Aviation Investment - Kiribati,"Management Advice, Technical/Operation A",Consultant Services,CQS,IBRD/IDA,1323782,Transportation,Business plan for PASO,7/10/2012 0:00,CAPA CONSULTING,Australia,AU,"$97,136.00 ",TAL/CF/PB01
12/18/2012 0:00,2013,EAST ASIA AND PACIFIC,Kiribati,KI,P128938,Pacific Aviation Investment - Kiribati,"Tender Documents, Procurement Assistance",Consultant Services,Individual,IBRD/IDA,1325163,Transportation,Contracts Manager,9/18/2012 0:00,CHARLES NEPIA,New Zealand,NZ,"$59,231.00 ",TAL/TFSU/D07
12/18/2012 0:00,2013,EAST ASIA AND PACIFIC,Kiribati,KI,P128938,Pacific Aviation Investment - Kiribati,"Management Advice, Technical/Operation A",Consultant Services,Individual,IBRD/IDA,1323545,Transportation,Aviation Specialist (Infrastructure),8/13/2012 0:00,DENNIS HASKIN,New Zealand,NZ,"$36,290.00 ",TAL/TFSU/D09
12/18/2012 0:00,2013,EAST ASIA AND PACIFIC,Kiribati,KI,P128938,Pacific Aviation Investment - Kiribati,Financial Services,Consultant Services,Individual,IBRD/IDA,1324720,Transportation,TFSU Project Accountant,8/16/2012 0:00,SOLOMONE LATU,Tonga,TO,"$22,535.00 ",TAL/TFSU/D32
12/18/2012 0:00,2013,EAST ASIA AND PACIFIC,Kiribati,KI,P128938,Pacific Aviation Investment - Kiribati,Financial Services,Consultant Services,Individual,IBRD/IDA,1326424,Transportation,TFSU Project Accountant,10/18/2012 0:00,SOLOMONE LATU,Tonga,TO,"$21,499.00 ",TAL/TFSU/D32.1
12/18/2012 0:00,2013,EUROPE AND CENTRAL ASIA,Kosovo,XK,P101614,PUBLIC SECTOR MOD,"Management Advice, Technical/Operation A",Consultant Services,Quality And Cost-Based Selection,IBRD/IDA,1324323,"Public Administration, Law, and Justice",TECHNICAL ASSISTANCE TO IMPROVE PUBLIC FINANCE MANAGEMENT CA,8/24/2012 0:00,ECORYS NEDERLAND BV,Netherlands,NL,"$1,487,284.00 ",
12/18/2012 0:00,2013,EUROPE AND CENTRAL ASIA,Kosovo,XK,P101214,REAL ESTATE CADASTRE,Equipment Information Technology,Goods,International Competitive Bidding,IBRD/IDA,1324653,"Public Administration, Law, and Justice",BUILDING CADASTRE IN 10 CITIES LOT 1,8/28/2012 0:00,GEOPROJECT,Kosovo,XK,"$62,011.00 ",
12/18/2012 0:00,2013,EUROPE AND CENTRAL ASIA,Kosovo,XK,P101214,REAL ESTATE CADASTRE,Equipment Information Technology,Goods,International Competitive Bidding,IBRD/IDA,1324653,"Public Administration, Law, and Justice",BUILDING CADASTRE IN 10 CITIES LOT 1,8/28/2012 0:00,INFA & CO GROUP,Kosovo,XK,"$62,011.00 ",
12/18/2012 0:00,2013,EUROPE AND CENTRAL ASIA,Kosovo,XK,P101214,REAL ESTATE CADASTRE,Equipment Information Technology,Goods,International Competitive Bidding,IBRD/IDA,1324655,"Public Administration, Law, and Justice",BUILDING CADASTRE IN 10 CITIES LOT 2,8/16/2012 0:00,LORENCO & CO,Albania,AL,"$197,054.00 ",
12/18/2012 0:00,2013,EUROPE AND CENTRAL ASIA,Kosovo,XK,P120021,2nd YOUTH DEVELOPMENT PROJECT,Equipment Information Technology,Goods,SHOP,Recipient Executed Activities,1322094,Education,Lap Tops,7/6/2012 0:00,PC COMP,Kosovo,XK,$754.00 ,
12/18/2012 0:00,2013,EUROPE AND CENTRAL ASIA,Kosovo,XK,P120021,2nd YOUTH DEVELOPMENT PROJECT,Project Management,Consultant Services,Individual,Recipient Executed Activities,1322899,Education,monitoring and evaluation specialist,7/19/2012 0:00,SHAQIR HALITI,Kosovo,XK,"$2,657.00 ",
12/18/2012 0:00,2013,EUROPE AND CENTRAL ASIA,Kosovo,XK,P108080,XK Fin. Sect. Strengthen.&Market Infrast,"Management Advice, Technical/Operation A",Consultant Services,CQS,IBRD/IDA,1326037,Finance,"assistance to CBK/HR in areas of functional assessment
and",9/25/2012 0:00,PLANET S.A.,Greece,GR,"$50,000.00 ",
12/18/2012 0:00,2013,EUROPE AND CENTRAL ASIA,Kosovo,XK,P108080,XK Fin. Sect. Strengthen.&Market Infrast,"Management Advice, Technical/Operation A",Consultant Services,Individual,IBRD/IDA,1328112,Finance,"assistance to cbk on reviewing current law, 
regulations an",11/27/2012 0:00,MEL COUSINS,Ireland,IE,"$47,662.00 ",
12/18/2012 0:00,2013,EUROPE AND CENTRAL ASIA,Kosovo,XK,P101214,REAL ESTATE CADASTRE,Hardware/Software Services,Consultant Services,Individual,IBRD/IDA,1324651,"Public Administration, Law, and Justice",IT SECURITY ADMINISTRATOR,8/7/2012 0:00,MUHAMET FETAJ,Kosovo,XK,"$52,149.00 ",KCA/IC/015/2012
12/18/2012 0:00,2013,EUROPE AND CENTRAL ASIA,Kosovo,XK,P112526,AG & RURAL DEVT,Equipment Information Technology,Goods,SHOP,IBRD/IDA,1323635,"Public Administration, Law, and Justice",Procurement of IT Equipment,8/3/2012 0:00,COMTRADE COMPUTERS,Kosovo,XK,"$46,579.00 ",KARDP/SH/001/2012 RE
12/18/2012 0:00,2013,EUROPE AND CENTRAL ASIA,Kosovo,XK,P102174,Inst. Devt. for Education,Project Management,Consultant Services,Single Source Selection,IBRD/IDA,1328269,Education,Consulting Services for Task Manager for School Development,11/14/2012 0:00,BESIM KOKOLLARI,Kosovo,XK,"$3,058.00 ",KOS-IDEP/H3420/C1.3/CS-SSS/12-01
12/18/2012 0:00,2013,EUROPE AND CENTRAL ASIA,Kosovo,XK,P102174,Inst. Devt. for Education,"Equipment, Educational",Goods,National Competitive Bidding,IBRD/IDA,1328028,Education,Procurement of Teaching Aids to SDG,8/23/2012 0:00,NTP ABETARE,Kosovo,XK,"$62,614.00 ",KOS-IDEP-H3420-C1.3-G-NCB-SDG-02
12/18/2012 0:00,2013,EUROPE AND CENTRAL ASIA,Kosovo,XK,P102174,Inst. Devt. for Education,Project Management,Consultant Services,Individual,IBRD/IDA,1322448,"Public Administration, Law, and Justice",Consulting Services for the Position of Education Finance Of,7/17/2012 0:00,BESART R. GRABANICA,Kosovo,XK,"$1,474.00 ",KOS-IDEP-H3420-C1-2-CS-IC-12-01
12/18/2012 0:00,2013,EUROPE AND CENTRAL ASIA,Kosovo,XK,P102174,Inst. Devt. for Education,Equipment Information Technology,Goods,SHOP,IBRD/IDA,1322548,"Public Administration, Law, and Justice",Procurement of Hardware Support for Item Bank Database Appli,7/18/2012 0:00,SI CONSULTING,Kosovo,XK,"$25,770.00 ",KOS-IDEP-H3420-C2.3-GD-SH-12-02
12/18/2012 0:00,2013,EUROPE AND CENTRAL ASIA,Kosovo,XK,P120021,2nd YOUTH DEVELOPMENT PROJECT,Training/Knowledge Transfer,Consultant Services,CQS,Recipient Executed Activities,1322896,Education,CONDUCT ENGLISH LANGUAGE COURSES FOR OFFICIALS OF THE DEPART,7/19/2012 0:00,N.T.SH. THE CAMBRIDGE SCHOOL,Kosovo,XK,"$4,278.00 ",007/2012-17.2
12/18/2012 0:00,2013,EUROPE AND CENTRAL ASIA,Kosovo,XK,P120021,2nd YOUTH DEVELOPMENT PROJECT,Training/Knowledge Transfer,Consultant Services,CQS,Recipient Executed Activities,1324322,Finance,Consulting Services on Start-up trainings to youth in Kosovo,8/30/2012 0:00,NGO BUSINESS SUPPORT CENTER,Kosovo,XK,"$199,379.00 ",010/2012-11
12/18/2012 0:00,2013,EUROPE AND CENTRAL ASIA,Kosovo,XK,P108080,XK Fin. Sect. Strengthen.&Market Infrast,Audit Services,Consultant Services,Individual,IBRD/IDA,1327656,Finance,financal specialist,11/8/2012 0:00,ZYLFIJE MURALI,Kosovo,XK,"$7,335.00 ",PSMP/MF/2012-05/11
12/18/2012 0:00,2013,EUROPE AND CENTRAL ASIA,Kosovo,XK,P101614,PUBLIC SECTOR MOD,"Management Advice, Technical/Operation A",Consultant Services,Quality And Cost-Based Selection,IBRD/IDA,1328080,"Public Administration, Law, and Justice",Technical Assistance for Governmet ICT standards and E Gover,11/28/2012 0:00,"LEADING ASSOCIATES, LLC",United States,US,"$345,719.00 ",PSMP/MPA/3A/2012-05/04
12/18/2012 0:00,2013,EUROPE AND CENTRAL ASIA,Kosovo,XK,P101614,PUBLIC SECTOR MOD,"Tender Documents, Procurement Assistance",Consultant Services,Individual,IBRD/IDA,1323508,"Public Administration, Law, and Justice",procurement specialist,8/9/2012 0:00,LUAN ASLLANI,Kosovo,XK,"$16,254.00 ",PSMP/MF/2012-08/09
12/18/2012 0:00,2013,EUROPE AND CENTRAL ASIA,Kosovo,XK,P101614,PUBLIC SECTOR MOD,Audit Services,Consultant Services,Individual,IBRD/IDA,1327658,"Public Administration, Law, and Justice",FINANCIAL SPECIALIST,11/8/2012 0:00,ZYLFIJE MURATI,Kosovo,XK,"$11,003.00 ",PSMP/MF/2012-05/11
12/18/2012 0:00,2013,EUROPE AND CENTRAL ASIA,Kosovo,XK,P120021,2nd YOUTH DEVELOPMENT PROJECT,Training/Knowledge Transfer,Consultant Services,CQS,Recipient Executed Activities,1326911,Education,Apprenticeship and mentoring services,11/5/2012 0:00,NGO KS,Kosovo,XK,"$31,756.00 ",015/2012-10.1
12/18/2012 0:00,2013,EUROPE AND CENTRAL ASIA,Kosovo,XK,P120021,2nd YOUTH DEVELOPMENT PROJECT,"Management Advice, Technical/Operation A",Consultant Services,CQS,Recipient Executed Activities,1326443,Education,"managing grants to finance the necessary equipment
and tool",10/22/2012 0:00,N.SH. INSTITUTE FOR ENTREPRENEURSHIP AND SMALL BUSINESS (IES,Kosovo,XK,"$23,529.00 ",016/2012-9
12/18/2012 0:00,2013,EUROPE AND CENTRAL ASIA,Kosovo,XK,P119145,SOCIAL INCLUSION & LOCAL ECON DEVPT,"Management Advice, Technical/Operation A",Consultant Services,Individual,Recipient Executed Activities,1324646,"Public Administration, Law, and Justice",SME OFFICER,8/23/2012 0:00,SELAMI MALIQI,Kosovo,XK,"$16,570.00 ",19/2012
12/18/2012 0:00,2013,EUROPE AND CENTRAL ASIA,Kyrgyz Republic,KG,P108525,CAPACITY BLDG ECON MGT,"Tender Documents, Procurement Assistance",Consultant Services,Individual,IBRD/IDA,1326962,"Public Administration, Law, and Justice",Addendum #4 to the contract RTBET-CBEM\CS\PS-2011,10/23/2012 0:00,SOOTBEKOVA AIDA,Kyrgyz Republic,KG,$210.00 ,RTBET-CBEM\CS\PS-2011
12/18/2012 0:00,2013,EUROPE AND CENTRAL ASIA,Kyrgyz Republic,KG,P087811,KG Redu Tech Barriers for Enterpr & Trad,Financial Services,Consultant Services,Individual,IBRD/IDA,1326959,"Public Administration, Law, and Justice","Addendum #6 to the Contract RTBET-CBEM\CS\FM-2009, Financial",10/23/2012 0:00,AIGUL JANUZAKOVA,Kyrgyz Republic,KG,"$5,142.00 ",RTBET-CBEM\CS\FM-2009
12/18/2012 0:00,2013,EUROPE AND CENTRAL ASIA,Kyrgyz Republic,KG,P108525,CAPACITY BLDG ECON MGT,Financial Services,Consultant Services,Individual,IBRD/IDA,1326961,"Public Administration, Law, and Justice",Addendum #6 to the Contract RTBET-CBEM\CS\FM-2009,10/23/2012 0:00,AIGUL JANUZAKOVA,Kyrgyz Republic,KG,$229.00 ,RTBET-CBEM\CS\FM-2009
12/18/2012 0:00,2013,EUROPE AND CENTRAL ASIA,Kyrgyz Republic,KG,P087811,KG Redu Tech Barriers for Enterpr & Trad,Project Management,Consultant Services,Individual,IBRD/IDA,1326958,"Public Administration, Law, and Justice",Addendum #6 to the contract RTBET-CBEM\CS\Director-2009. PIU,10/23/2012 0:00,JANYL TUMENBAEVA,Kyrgyz Republic,KG,"$6,577.00 ",RTBET-CBEM\CS\DIRECTOR-2009
12/18/2012 0:00,2013,EUROPE AND CENTRAL ASIA,Kyrgyz Republic,KG,P108525,CAPACITY BLDG ECON MGT,Project Management,Consultant Services,Individual,IBRD/IDA,1327054,"Public Administration, Law, and Justice",Addendum #6 to the contract RTBET-CBEM\CS\Director-2009. PIU,10/23/2012 0:00,JANYL TUMENBAEVA,Kyrgyz Republic,KG,$292.00 ,RTBET-CBEM\CS\DIRECTOR-2009
12/18/2012 0:00,2013,EUROPE AND CENTRAL ASIA,Kyrgyz Republic,KG,P087811,KG Redu Tech Barriers for Enterpr & Trad,Project Management,Consultant Services,Individual,IBRD/IDA,1326935,"Public Administration, Law, and Justice",Project Component Coordinator,10/31/2012 0:00,SADYROV KALINUR,Kyrgyz Republic,KG,"$5,017.00 ",RTBET\TR\PROJECT COMPONENT COORD
12/18/2012 0:00,2013,EUROPE AND CENTRAL ASIA,Kyrgyz Republic,KG,P118423,FTI-CATALYTIC FUND 2ND YEAR ALLOCATION,"Equipment, Educational",Goods,International Competitive Bidding,Recipient Executed Activities,1326927,Education,Supply of educational books and other goods,9/29/2012 0:00,GUANGZHOU CITY HENGMEI COLOR PRINTING,China,CN,"$137,567.00 ",ICB/G/2.1/PROD. OF VISUALAIDSII-
12/18/2012 0:00,2013,EUROPE AND CENTRAL ASIA,Kyrgyz Republic,KG,P118423,FTI-CATALYTIC FUND 2ND YEAR ALLOCATION,"Equipment, Educational",Goods,International Competitive Bidding,Recipient Executed Activities,1326925,Education,Supply of educational books,9/29/2012 0:00,ST.ART,Kyrgyz Republic,KG,"$223,796.00 ",ICB/G/2.1/PROD.OF VISUALAIDSII-0
12/18/2012 0:00,2013,EUROPE AND CENTRAL ASIA,Kyrgyz Republic,KG,P118423,FTI-CATALYTIC FUND 2ND YEAR ALLOCATION,"Equipment, Educational",Goods,International Competitive Bidding,Recipient Executed Activities,1326926,Education,Supply of educational books and other goods,9/29/2012 0:00,GUANGZHOU CITY HENGMEI COLOR PRINTING,China,CN,"$118,843.00 ",ICB/G/2.1/PROD.OF VISUALAIDSII-0
12/18/2012 0:00,2013,EUROPE AND CENTRAL ASIA,Kyrgyz Republic,KG,P110267,RURAL WATER SUPPLY & SAN 2,"Works, Maintenance and Rehabilitation",Civil Works,International Competitive Bidding,IBRD/IDA,1324615,"Water, sanitation and flood protection","rehabilitation of water supply system in Chelpek village, Is",7/6/2012 0:00,YUGSTROISERVICE,Kyrgyz Republic,KG,"$1,301,362.00 ",IDA-RWSSP-CW-2011-2
12/18/2012 0:00,2013,EUROPE AND CENTRAL ASIA,Kyrgyz Republic,KG,P110267,RURAL WATER SUPPLY & SAN 2,Policy and Strategy,Consultant Services,Individual,IBRD/IDA,1327426,"Public Administration, Law, and Justice",Contract for Consultant's Services in preparation of the str,11/13/2012 0:00,SIMON JAMES GORDON-WALKER,United Kingdom,GB,"$63,382.00 ",IDA-RWSSP-IC-2012-5
12/18/2012 0:00,2013,EUROPE AND CENTRAL ASIA,Kyrgyz Republic,KG,P112713,PFM CAPACITY BUILDING,"Tender Documents, Procurement Assistance",Consultant Services,Individual,Recipient Executed Activities,1324265,"Public Administration, Law, and Justice",contract of public procurement lawyer,8/29/2012 0:00,ANDRISON TONY,Canada,CA,"$98,901.00 ",CS-CBPFM/INDV-1-14/2012
12/18/2012 0:00,2013,EUROPE AND CENTRAL ASIA,Kyrgyz Republic,KG,P112713,PFM CAPACITY BUILDING,Project Management,Consultant Services,Individual,Recipient Executed Activities,1326629,"Public Administration, Law, and Justice",TF Project Manager,7/10/2012 0:00,E. KERIMALIEVA,Kyrgyz Republic,KG,"$13,970.00 ",CS-CBPFM/5-1-2/2012
12/18/2012 0:00,2013,EUROPE AND CENTRAL ASIA,Kyrgyz Republic,KG,P112713,PFM CAPACITY BUILDING,"Management Advice, Technical/Operation A",Consultant Services,Single Source Selection,Recipient Executed Activities,1326625,"Public Administration, Law, and Justice",Moderators for Parliament and Public Hearings,7/20/2012 0:00,U. KYDYRBAEV,Kyrgyz Republic,KG,$370.00 ,CS-CB PFM/INDV/T-2-4-2012/2
12/18/2012 0:00,2013,EUROPE AND CENTRAL ASIA,Kyrgyz Republic,KG,P083235,DISASTER HAZARD MITIGATION,"Equipment, Water Supply and Sewerage",Goods,SHOP,IBRD/IDA,1324227,Energy and mining,procurement of laboratory equipment for long-term water moni,8/14/2012 0:00,ROSSE TEHNO LTD,Kyrgyz Republic,KG,"$2,596.00 ",LAB EQUIPMENT (LE) - 13-2
12/18/2012 0:00,2013,EUROPE AND CENTRAL ASIA,Kyrgyz Republic,KG,P083235,DISASTER HAZARD MITIGATION,"Equipment, Water Supply and Sewerage",Goods,SHOP,IBRD/IDA,1324230,Energy and mining,"procurement of lab equipment for long-term water monitoring,",8/14/2012 0:00,NPO ILIM LTD,Kyrgyz Republic,KG,"$61,340.00 ",LAB EQUIPMENT (LE) - 13-3
12/18/2012 0:00,2013,EUROPE AND CENTRAL ASIA,Kyrgyz Republic,KG,P083235,DISASTER HAZARD MITIGATION,"Equipment, Water Supply and Sewerage",Goods,SHOP,IBRD/IDA,1324226,Energy and mining,procurement of lab equipment for long-term water monitoring,8/14/2012 0:00,DELTA LOT LTD,Kyrgyz Republic,KG,"$14,033.00 ",LAB EQUIPMENT (LE)-13-1
12/18/2012 0:00,2013,EUROPE AND CENTRAL ASIA,Kyrgyz Republic,KG,P083235,DISASTER HAZARD MITIGATION,"Equipment, Mechanical",Goods,Direct Contracting,IBRD/IDA,1323398,Energy and mining,laboratory equipment for for long-term water monitoring in M,7/31/2012 0:00,TEHNOCENTER,Russian Federation,RU,"$25,825.00 ",LABORATORY EQUIPMENT (LE)-14
12/18/2012 0:00,2013,EUROPE AND CENTRAL ASIA,Kyrgyz Republic,KG,P049724,AGRIBUSINESS & MARKETING,Research/Development Services,Consultant Services,CQS,IBRD/IDA,1324459,Industry and trade,beneficiary survey to assess the project impact,8/21/2012 0:00,CAICONSULTING,Kyrgyz Republic,KG,"$9,355.00 ",ABMP/CS/2012/158
12/18/2012 0:00,2013,EUROPE AND CENTRAL ASIA,Kyrgyz Republic,KG,P096993,AISP,Audit Services,Consultant Services,Least Cost Selection,IBRD/IDA,1323399,"Agriculture, fishing, and forestry",audit of AISP,7/17/2012 0:00,DELOITTE & TOUCHE,Kyrgyz Republic,KG,"$20,520.00 ",AISP/AUDIT/LCS-01/12
12/18/2012 0:00,2013,EUROPE AND CENTRAL ASIA,Kyrgyz Republic,KG,P096993,AISP,"Equipment, Agricultural",Goods,International Competitive Bidding,IBRD/IDA,1324284,"Agriculture, fishing, and forestry",procurement of lab equipment for the State Fund of Material,8/14/2012 0:00,INTETRADE LTD,United Kingdom,GB,"$199,928.00 ",AISP/FS/SFMR/LAB EQUIPMENT/ICB-1
12/18/2012 0:00,2013,EUROPE AND CENTRAL ASIA,Kyrgyz Republic,KG,P096993,AISP,"Works, Infrastructure",Civil Works,National Competitive Bidding,IBRD/IDA,1324904,"Agriculture, fishing, and forestry",contract for cadastral works on demarcation and delimitation,8/15/2012 0:00,ATLAS PLUS,Kyrgyz Republic,KG,"$201,617.00 ",AISP/PD/CADWORKS/NCB-4/2012 LOT
12/18/2012 0:00,2013,EUROPE AND CENTRAL ASIA,Kyrgyz Republic,KG,P096993,AISP,"Works, Infrastructure",Civil Works,National Competitive Bidding,IBRD/IDA,1324901,"Agriculture, fishing, and forestry",contract for cadastral works on demarcation and delimitation,8/15/2012 0:00,GEO-CENTER,Kyrgyz Republic,KG,"$272,372.00 ",AISP/PD/CADWORKS/NCB-4/2012 LOTS
12/18/2012 0:00,2013,EUROPE AND CENTRAL ASIA,Kyrgyz Republic,KG,P096993,AISP,"Works, Infrastructure",Civil Works,National Competitive Bidding,IBRD/IDA,1324902,"Agriculture, fishing, and forestry",contract for cadastral works on demarcation and delimitation,8/15/2012 0:00,ZEMLYA I NEDVIJIMOE IMUSHESTVO,Kyrgyz Republic,KG,"$148,773.00 ",AISP/PD/CADWORKS/NCB-4/2012 LOTS
12/18/2012 0:00,2013,EUROPE AND CENTRAL ASIA,Kyrgyz Republic,KG,P118838,AG PROD,Institution building,Consultant Services,Single Source Selection,Recipient Executed Activities,1324370,"Agriculture, fishing, and forestry",support to rural people through establishing and functioning,8/28/2012 0:00,"PUBLIC UNION ""COMMUNITY SEED FUND""",Kyrgyz Republic,KG,"$16,494.00 ",APAP/CS-31
12/18/2012 0:00,2013,EUROPE AND CENTRAL ASIA,Kyrgyz Republic,KG,P118838,AG PROD,Agricultural Inputs,Goods,SHOP,Recipient Executed Activities,1324822,"Agriculture, fishing, and forestry",procurement of winter wheat seeds,9/7/2012 0:00,KOSS,Kyrgyz Republic,KG,"$54,721.00 ",APAP/GW-3 WINTER WHEAT SEEDS
